0xbd9382DFd0fEf5490B92620Bb083A880470224c2,4464957919849583216
0xAd67FB0FC851c498c45d9Eb67801931b9046928a,1145981579416541556289
0x99Daaf637E697c53AFaA67d6fF27E336db925812,2479018808974605001299
0xD93939c5cd996c56349d32c62671E15621BaDa2B,3601999051933372374426
0x73831e7c600F48cebBbfF957b466be8e5c087F34,3281911705574893050051
0xFab10aa58BF87A3499Bd5B603AF8C442FC48CbAC,6093479508370000000000
0x186b12Ceaf08FDE22E32647fcc800e45876F5Bd0,135063606184121998084
0xaeDC687fa5376d2Fe9D4B81EbFC8C2bA30ba54aE,209694481586465574252
0xb4d353a9706264E92D25dbB93C292a7Ea3649956,55367218646343781220375
0xe37D9bDE2B98691359e688E7d1bA45975E5D6AF1,42927276533431319695
0x5388A7f24e86c9c9D855A98C2F5a339AFA6a3acc,15907385139351966373574
0x9C6a9E84AdC6923e0305E8c065bdcbfA422A074f,44532371606533211692898
